Format Version,1.21,Take Name,zzz20,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-25 08.59.02.836 PM,Total Frames in Take,10916,Total Exported Frames,10916,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103,Unlabeled:216,Unlabeled:216,Unlabeled:216,Unlabeled:218,Unlabeled:218,Unlabeled:218,Unlabeled:221,Unlabeled:221,Unlabeled:221,Unlabeled:223,Unlabeled:223,Unlabeled:223,Unlabeled:226,Unlabeled:226,Unlabeled:226,Unlabeled:228,Unlabeled:228,Unlabeled:228,Unlabeled:232,Unlabeled:232,Unlabeled:232,Unlabeled:234,Unlabeled:234,Unlabeled:234,Unlabeled:235,Unlabeled:235,Unlabeled:235,Unlabeled:238,Unlabeled:238,Unlabeled:238,Unlabeled:241,Unlabeled:241,Unlabeled:241,Unlabeled:242,Unlabeled:242,Unlabeled:242,Unlabeled:245,Unlabeled:245,Unlabeled:245,Unlabeled:247,Unlabeled:247,Unlabeled:247,Unlabeled:251,Unlabeled:251,Unlabeled:251,Unlabeled:254,Unlabeled:254,Unlabeled:254,Unlabeled:255,Unlabeled:255,Unlabeled:255,Unlabeled:257,Unlabeled:257,Unlabeled:257,Unlabeled:259,Unlabeled:259,Unlabeled:259,Unlabeled:260,Unlabeled:260,Unlabeled:260,Unlabeled:261,Unlabeled:261,Unlabeled:261,Unlabeled:265,Unlabeled:265,Unlabeled:265,Unlabeled:266,Unlabeled:266,Unlabeled:266,Unlabeled:268,Unlabeled:268,Unlabeled:268,Unlabeled:269,Unlabeled:269,Unlabeled:269,Unlabeled:270,Unlabeled:270,Unlabeled:270,Unlabeled:274,Unlabeled:274,Unlabeled:274,Unlabeled:276,Unlabeled:276,Unlabeled:276,Unlabeled:278,Unlabeled:278,Unlabeled:278,Unlabeled:279,Unlabeled:279,Unlabeled:279,Unlabeled:281,Unlabeled:281,Unlabeled:281,Unlabeled:283,Unlabeled:283,Unlabeled:283,Unlabeled:286,Unlabeled:286,Unlabeled:286,Unlabeled:287,Unlabeled:287,Unlabeled:287,Unlabeled:290,Unlabeled:290,Unlabeled:290,Unlabeled:291,Unlabeled:291,Unlabeled:291
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E3570D8","8392B20CF49E3570D8","8392B20CF49E3570D8","8392B20CF49E3570DA","8392B20CF49E3570DA","8392B20CF49E3570DA","8392B20CF49E3570DD","8392B20CF49E3570DD","8392B20CF49E3570DD","8392B20CF49E3570DF","8392B20CF49E3570DF","8392B20CF49E3570DF","8392B20CF49E3570E2","8392B20CF49E3570E2","8392B20CF49E3570E2","8392B20CF49E3570E4","8392B20CF49E3570E4","8392B20CF49E3570E4","8392B20CF49E3570E8","8392B20CF49E3570E8","8392B20CF49E3570E8","8392B20CF49E3570EA","8392B20CF49E3570EA","8392B20CF49E3570EA","8392B20CF49E3570EB","8392B20CF49E3570EB","8392B20CF49E3570EB","8392B20CF49E3570EE","8392B20CF49E3570EE","8392B20CF49E3570EE","8392B20CF49E3570F1","8392B20CF49E3570F1","8392B20CF49E3570F1","8392B20CF49E3570F2","8392B20CF49E3570F2","8392B20CF49E3570F2","8392B20CF49E3570F5","8392B20CF49E3570F5","8392B20CF49E3570F5","8392B20CF49E3570F7","8392B20CF49E3570F7","8392B20CF49E3570F7","8392B20CF49E3570FB","8392B20CF49E3570FB","8392B20CF49E3570FB","8392B20CF49E3570FE","8392B20CF49E3570FE","8392B20CF49E3570FE","8392B20CF49E3570FF","8392B20CF49E3570FF","8392B20CF49E3570FF","8392B20CF49E3570101","8392B20CF49E3570101","8392B20CF49E3570101","8392B20CF49E3570103","8392B20CF49E3570103","8392B20CF49E3570103","8392B20CF49E3570104","8392B20CF49E3570104","8392B20CF49E3570104","8392B20CF49E3570105","8392B20CF49E3570105","8392B20CF49E3570105","8392B20CF49E3570109","8392B20CF49E3570109","8392B20CF49E3570109","8392B20CF49E357010A","8392B20CF49E357010A","8392B20CF49E357010A","8392B20CF49E357010C","8392B20CF49E357010C","8392B20CF49E357010C","8392B20CF49E357010D","8392B20CF49E357010D","8392B20CF49E357010D","8392B20CF49E357010E","8392B20CF49E357010E","8392B20CF49E357010E","8392B20CF49E3570112","8392B20CF49E3570112","8392B20CF49E3570112","8392B20CF49E3570114","8392B20CF49E3570114","8392B20CF49E3570114","8392B20CF49E3570116","8392B20CF49E3570116","8392B20CF49E3570116","8392B20CF49E3570117","8392B20CF49E3570117","8392B20CF49E3570117","8392B20CF49E3570119","8392B20CF49E3570119","8392B20CF49E3570119","8392B20CF49E357011B","8392B20CF49E357011B","8392B20CF49E357011B","8392B20CF49E357011E","8392B20CF49E357011E","8392B20CF49E357011E","8392B20CF49E357011F","8392B20CF49E357011F","8392B20CF49E357011F","8392B20CF49E3570122","8392B20CF49E3570122","8392B20CF49E3570122","8392B20CF49E3570123","8392B20CF49E3570123","8392B20CF49E3570123"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.280049,0.230244,0.382369,-0.278657,0.016876,0.252992,-0.266633,-0.011507,0.217803,-0.264332,0.008102,0.163157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,-0.280051,0.230248,0.382360,-0.278648,0.016872,0.252992,-0.266631,-0.011505,0.217807,-0.264317,0.008099,0.163156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,-0.280054,0.230241,0.382372,-0.278654,0.016873,0.252985,-0.266637,-0.011496,0.217801,-0.264330,0.008099,0.163153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,-0.280051,0.230245,0.382367,-0.278651,0.016871,0.253003,-0.266628,-0.011500,0.217810,-0.264326,0.008099,0.163158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,-0.280054,0.230244,0.382365,-0.278656,0.016875,0.252988,-0.266627,-0.011505,0.217814,-0.264332,0.008101,0.163151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.041667,-0.280048,0.230244,0.382380,-0.278652,0.016871,0.253000,-0.266635,-0.011502,0.217812,-0.264317,0.008096,0.163163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
