Format Version,1.21,Take Name,zzz50,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-25 09.15.27.108 PM,Total Frames in Take,10843,Total Exported Frames,10843,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102,Unlabeled:103,Unlabeled:103,Unlabeled:103,Unlabeled:951,Unlabeled:951,Unlabeled:951,Unlabeled:955,Unlabeled:955,Unlabeled:955,Unlabeled:959,Unlabeled:959,Unlabeled:959,Unlabeled:960,Unlabeled:960,Unlabeled:960,Unlabeled:961,Unlabeled:961,Unlabeled:961,Unlabeled:963,Unlabeled:963,Unlabeled:963,Unlabeled:969,Unlabeled:969,Unlabeled:969,Unlabeled:971,Unlabeled:971,Unlabeled:971,Unlabeled:972,Unlabeled:972,Unlabeled:972,Unlabeled:974,Unlabeled:974,Unlabeled:974,Unlabeled:975,Unlabeled:975,Unlabeled:975,Unlabeled:978,Unlabeled:978,Unlabeled:978,Unlabeled:984,Unlabeled:984,Unlabeled:984,Unlabeled:985,Unlabeled:985,Unlabeled:985,Unlabeled:986,Unlabeled:986,Unlabeled:986,Unlabeled:989,Unlabeled:989,Unlabeled:989,Unlabeled:991,Unlabeled:991,Unlabeled:991,Unlabeled:993,Unlabeled:993,Unlabeled:993,Unlabeled:995,Unlabeled:995,Unlabeled:995,Unlabeled:998,Unlabeled:998,Unlabeled:998,Unlabeled:999,Unlabeled:999,Unlabeled:999,Unlabeled:1001,Unlabeled:1001,Unlabeled:1001,Unlabeled:1002,Unlabeled:1002,Unlabeled:1002,Unlabeled:1003,Unlabeled:1003,Unlabeled:1003,Unlabeled:1005,Unlabeled:1005,Unlabeled:1005,Unlabeled:1006,Unlabeled:1006,Unlabeled:1006,Unlabeled:1007,Unlabeled:1007,Unlabeled:1007,Unlabeled:1008,Unlabeled:1008,Unlabeled:1008,Unlabeled:1009,Unlabeled:1009,Unlabeled:1009,Unlabeled:1010,Unlabeled:1010,Unlabeled:1010,Unlabeled:1011,Unlabeled:1011,Unlabeled:1011
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E35703B7","8392B20CF49E35703B7","8392B20CF49E35703B7","8392B20CF49E35703BB","8392B20CF49E35703BB","8392B20CF49E35703BB","8392B20CF49E35703BF","8392B20CF49E35703BF","8392B20CF49E35703BF","8392B20CF49E35703C0","8392B20CF49E35703C0","8392B20CF49E35703C0","8392B20CF49E35703C1","8392B20CF49E35703C1","8392B20CF49E35703C1","8392B20CF49E35703C3","8392B20CF49E35703C3","8392B20CF49E35703C3","8392B20CF49E35703C9","8392B20CF49E35703C9","8392B20CF49E35703C9","8392B20CF49E35703CB","8392B20CF49E35703CB","8392B20CF49E35703CB","8392B20CF49E35703CC","8392B20CF49E35703CC","8392B20CF49E35703CC","8392B20CF49E35703CE","8392B20CF49E35703CE","8392B20CF49E35703CE","8392B20CF49E35703CF","8392B20CF49E35703CF","8392B20CF49E35703CF","8392B20CF49E35703D2","8392B20CF49E35703D2","8392B20CF49E35703D2","8392B20CF49E35703D8","8392B20CF49E35703D8","8392B20CF49E35703D8","8392B20CF49E35703D9","8392B20CF49E35703D9","8392B20CF49E35703D9","8392B20CF49E35703DA","8392B20CF49E35703DA","8392B20CF49E35703DA","8392B20CF49E35703DD","8392B20CF49E35703DD","8392B20CF49E35703DD","8392B20CF49E35703DF","8392B20CF49E35703DF","8392B20CF49E35703DF","8392B20CF49E35703E1","8392B20CF49E35703E1","8392B20CF49E35703E1","8392B20CF49E35703E3","8392B20CF49E35703E3","8392B20CF49E35703E3","8392B20CF49E35703E6","8392B20CF49E35703E6","8392B20CF49E35703E6","8392B20CF49E35703E7","8392B20CF49E35703E7","8392B20CF49E35703E7","8392B20CF49E35703E9","8392B20CF49E35703E9","8392B20CF49E35703E9","8392B20CF49E35703EA","8392B20CF49E35703EA","8392B20CF49E35703EA","8392B20CF49E35703EB","8392B20CF49E35703EB","8392B20CF49E35703EB","8392B20CF49E35703ED","8392B20CF49E35703ED","8392B20CF49E35703ED","8392B20CF49E35703EE","8392B20CF49E35703EE","8392B20CF49E35703EE","8392B20CF49E35703EF","8392B20CF49E35703EF","8392B20CF49E35703EF","8392B20CF49E35703F0","8392B20CF49E35703F0","8392B20CF49E35703F0","8392B20CF49E35703F1","8392B20CF49E35703F1","8392B20CF49E35703F1","8392B20CF49E35703F2","8392B20CF49E35703F2","8392B20CF49E35703F2","8392B20CF49E35703F3","8392B20CF49E35703F3","8392B20CF49E35703F3"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.279993,0.230703,0.382633,-0.278572,0.017053,0.253139,-0.266782,-0.011183,0.218098,-0.264391,0.008313,0.163036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,-0.279991,0.230711,0.382632,-0.278569,0.017052,0.253145,-0.266767,-0.011187,0.218111,-0.264377,0.008313,0.163044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,-0.279992,0.230707,0.382632,-0.278567,0.017049,0.253145,-0.266780,-0.011187,0.218102,-0.264388,0.008317,0.163035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,-0.279994,0.230710,0.382636,-0.278579,0.017060,0.253135,-0.266781,-0.011180,0.218102,-0.264387,0.008319,0.163031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,-0.279995,0.230710,0.382632,-0.278574,0.017058,0.253139,-0.266777,-0.011185,0.218113,-0.264383,0.008313,0.163045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.041667,-0.280000,0.230714,0.382632,-0.278570,0.017052,0.253146,-0.266774,-0.011185,0.218117,-0.264394,0.008314,0.163037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
